1.206202865,-1.288784981,6.760266781
1.870449662,-2.441751957,11.95518303
2.43546176,-3.429335356,16.41795349
2.738404751,-4.233088017,19.91499519
2.752410173,-4.926025867,22.86860085
2.575119972,-5.425157547,25.24637604
2.095833063,-5.97437048,27.10239029
1.726397514,-6.346050262,28.69141579
1.240279078,-6.506596565,29.70887566
0.641332865,-6.943521023,30.41358757
-0.086301208,-7.19954443,31.15268326
-0.795738876,-7.427072048,31.54347229
-1.491431117,-7.610404968,31.87241936
-2.104662657,-7.814887524,31.68817902
-2.732923985,-8.018727303,31.51840591
-3.479040146,-8.260042191,31.47846603
-4.240045071,-8.683391571,31.22263145
-4.717731476,-8.93187809,30.81968498
-5.45277977,-9.108388901,30.2953186
-6.027532101,-9.528926849,29.89409447
-6.775424957,-9.870798111,29.44075584
-7.270123959,-10.22230148,29.15472031
-7.918419838,-10.44128513,28.68409348
-8.506741524,-10.78848553,28.12003899
-9.184045792,-10.92835522,27.44211578
-9.822720528,-11.19889641,26.78285027
-10.44090557,-11.58087158,26.06265068
-10.97080231,-11.76072311,25.18908119
-11.55476093,-12.09087372,24.28081322
-12.17028236,-12.39185524,23.42643738
-12.77004242,-12.60686684,22.53266525
-13.40259552,-12.84227562,21.48109055
-14.04049683,-13.07461262,20.21984291
-14.64476585,-13.33214569,19.06875801
-15.191576,-13.55987835,18.07446289
-15.73819351,-13.83145237,16.82017517
-16.14186668,-14.2910223,15.80334854
-16.68124008,-14.55282402,14.78686047
-17.2629776,-14.72032833,13.45550632
-17.6960125,-14.85942268,12.20909977
-18.24221611,-15.07395554,10.98817348
-18.69422531,-15.26903725,9.683726311
-19.04952812,-15.45202065,8.428649902
-19.49106026,-15.49942493,6.996908665
-19.70801544,-15.62477016,5.55743885
-20.05129051,-15.75518608,4.064633369
-20.22351837,-15.88435936,2.634489298
-20.51574135,-15.80443859,1.15916574
-20.75379753,-15.77510643,-0.102966242
-20.74197578,-15.71018124,-1.674436927
-20.75017166,-15.59245586,-3.192480087
-20.73344994,-15.36222363,-4.896154881
-20.69280624,-15.38949108,-6.128493309
-20.7874794,-15.25261593,-7.286581039
-20.60623169,-14.97038937,-8.471851349
-20.5435257,-14.84667015,-9.679105759
-20.16897392,-14.68854332,-10.9927702
-19.89827156,-14.47763252,-12.22302723
-19.71596718,-14.04127026,-13.28522968
-19.35515404,-13.73495007,-14.29025745
-19.03521347,-13.45702267,-15.29370785
-18.71504402,-13.06397724,-15.73316479
-18.39749336,-12.83431244,-16.35975075
-17.91401291,-12.44908142,-17.09483337
-17.47641563,-12.05280781,-17.59720421
-17.02131653,-11.67000389,-18.10053253
-16.64166069,-11.16127014,-18.49070549
-16.41832924,-10.92893124,-18.87957191
-16.01646805,-10.51870728,-19.1508503
-15.66631413,-10.0778265,-19.19238663
-15.40758991,-9.720980644,-19.31204033
-15.30583954,-9.485405922,-19.57100296
-15.19650364,-9.154364586,-19.73454285
-15.20781994,-8.971588135,-20.22942924
-15.38034058,-8.720635414,-20.32815742
-15.4365139,-8.568985939,-20.77334976
-15.60176754,-8.159992218,-21.16101456
-15.55775452,-8.025635719,-21.29160309
-15.73003578,-7.945065022,-21.40457916
-16.01830482,-7.835705757,-21.883255
-16.19295502,-7.841006279,-22.17901993
-16.45217133,-7.762530327,-22.78691101
-16.65580177,-7.8312006,-23.26796532
-16.83103943,-8.013295174,-23.72045517
-17.16638184,-7.859235287,-24.4029808
-17.45228386,-7.860469341,-25.1463871
-17.59371567,-7.912210464,-26.1722641
-18.00591469,-7.961231232,-26.75488472
-18.19795609,-8.137789726,-27.54047966
-18.28151512,-8.299343109,-28.24788284
-18.52782631,-8.49125576,-29.15302849
-18.6685276,-8.739873886,-30.13075066
-18.66755676,-8.983332634,-31.03839302
-18.60832405,-9.15564537,-32.14536667
-18.62419891,-9.320378304,-33.09096527
-18.62835693,-9.556549072,-34.09038925
-18.48658562,-9.764393806,-35.29069901
-18.29553223,-10.02829361,-36.34778214
-18.01676941,-10.34111977,-37.40670013
-17.42778778,-10.50038815,-38.35225296
-17.01055336,-10.78950787,-39.30414963
-16.54408455,-11.16569614,-40.48267746
-16.14242554,-11.34163189,-41.43093109
-15.66500759,-11.52536964,-42.19060516
-14.94516945,-11.90553284,-42.97678375
-14.27456188,-12.16228676,-43.56692886
-13.48460197,-12.42732525,-44.88428497
-12.61907291,-12.60377979,-45.5157547
-11.80895329,-12.74683762,-46.1914444
-10.93590546,-13.08726883,-46.2611618
-9.996313095,-13.38893127,-46.32860947
-8.89154911,-13.6424017,-46.69684601
-7.897560596,-13.78003025,-46.87384033
-6.938266754,-14.02984524,-46.92396927
-6.016378403,-14.03009129,-46.89768982
-5.106789112,-14.07307243,-46.8480072
-4.120232582,-14.00731754,-46.88474655
-2.887821436,-14.1416769,-46.85099411
-1.850267768,-14.0280714,-45.94849014
-0.797790408,-14.04619503,-45.63468552
0.27979669,-14.09334564,-45.06817245
1.376315355,-14.11154079,-44.65531921
2.490699768,-14.2135973,-44.01075745
3.371738672,-14.12109947,-43.31825256
4.318912029,-14.11937046,-42.73628998
5.289861202,-14.11598396,-41.90580368
6.208878517,-14.049263,-41.13198853
7.14306736,-14.05485344,-40.19800186
8.025476456,-13.93610573,-39.15621185
8.921733856,-13.97444439,-37.91750717
9.767133713,-13.82075214,-37.08221054
10.47446918,-13.66743279,-36.24298096
11.23350811,-13.600173,-34.86717224
11.92469215,-13.49731159,-33.66818619
12.64361572,-13.62049198,-32.6162529
13.28430176,-13.59978199,-31.26378822
14.10568428,-13.3728466,-29.92334175
14.69038105,-13.28525925,-28.50140762
15.27748585,-13.09938812,-27.17486763
15.8092823,-13.07456875,-25.94060326
16.26547432,-12.84034061,-24.39961624
16.81447601,-12.75002861,-22.86081886
17.27778435,-12.59240627,-21.45758629
17.83158684,-12.35410976,-19.74051094
18.14310646,-12.2381382,-18.20879936
18.48468971,-12.21175766,-16.65233421
18.79457092,-12.17055035,-15.19853592
18.91935158,-11.94766045,-13.79329395
19.12600327,-11.60420895,-12.01390076
19.2114296,-11.33428574,-10.66613579
19.43115616,-11.00952435,-9.182774544
19.36769485,-10.79316998,-7.810216904
19.2820034,-10.52631092,-6.488358974
19.37008858,-10.20279884,-4.966209412
19.30976868,-9.855504036,-3.640986204
19.28752708,-9.748441696,-2.349267006
19.21048927,-9.834736824,-1.246551275
18.91639709,-9.99392128,-0.295809865
18.62802315,-9.967026711,1.155048847
18.40992546,-10.01859951,2.48991394
18.2920475,-9.994470596,3.856636047
18.25131226,-9.984941483,5.071442604
18.13877487,-9.994270325,6.397246838
17.98517799,-9.827812195,7.315691471
17.79032326,-9.614609718,8.344305038
17.52709961,-9.624347687,9.528454781
17.06256866,-9.530151367,10.53500843
16.8939743,-9.469484329,11.6804781
16.67120743,-9.342168808,12.81498051
16.58533669,-9.296685219,13.77265549
16.3813858,-9.206896782,14.78345776
16.18554878,-9.118882179,15.77907181
16.03261566,-9.189517021,16.88078308
15.67983341,-9.014643669,17.28062057
15.788311,-8.923132896,18.14803886
15.36773968,-8.856671333,19.088377
15.1921854,-8.649030685,20.09804726
15.10895348,-8.246129036,21.03525925
14.97894001,-8.138175964,21.91024017
14.56437778,-8.031329155,22.86515236
14.26244068,-7.864406586,23.63622856
13.8076067,-7.757596016,24.72594643
13.43175507,-7.627333641,25.62574387
13.104743,-7.35743618,26.61150742
12.84297657,-7.142492294,27.59750748
12.42793274,-7.063022614,28.38719368
11.80537033,-6.927776337,29.14245415
11.17560959,-6.881868362,29.72650337
10.47048473,-6.913237095,30.54940987
9.81039238,-6.761529922,31.3901329
9.038416862,-6.69980526,32.01296616
8.308474541,-6.832003117,32.56959915
7.445765972,-6.714720726,33.06596756
6.635455132,-6.712284565,33.38277054
5.912354469,-6.707746506,33.65256119
5.158305168,-6.729880333,33.951828
4.368947983,-6.768615246,33.98814011
3.63602519,-6.811116695,34.34154129
2.816741943,-6.905708313,34.30676651
1.997176766,-6.850832939,34.50638199
1.088767767,-6.924998283,34.44470215
0.129042238,-7.047378063,34.21031952
-0.728696048,-7.171742439,33.94660187
-1.737452388,-7.199045181,33.84025192
-2.572868824,-7.15379715,33.5376091
-3.482248545,-7.276523113,33.21925735
-4.311326027,-7.361664772,32.68371201
-5.208128929,-7.475321293,32.11658859
-5.856720924,-7.539845943,31.46869469
-6.683447361,-7.664780617,31.17893219
-7.552880764,-7.934751511,30.18644524
-8.408568382,-8.158535957,29.56279945
-9.196098328,-8.278421402,28.88137245
-9.976111412,-8.529132843,27.83813858
-10.62741566,-8.707773209,26.96889877
-11.25742722,-8.959094048,26.18201637
-11.8771801,-9.205810547,25.08109283
-12.55697727,-9.316574097,24.15642929
-13.25044441,-9.391399384,23.10614967
-13.93485832,-9.575688362,21.92531967
-14.49191952,-9.755663872,20.74198532
-15.3728056,-9.985207558,19.56130028
-15.85333633,-10.155056,18.31126785
-16.38306999,-10.43951702,17.33249283
-16.80968285,-10.7355547,15.94494915
-17.26328278,-11.14504623,14.56355572
-17.8247242,-11.24262714,13.19859695
-18.44011497,-11.29169273,11.96138287
-18.76273918,-11.47107697,10.81157303
-19.3696022,-11.55886173,9.960859299
-19.71948051,-11.11147308,8.374655724
-19.82615852,-11.392313,6.942951679
-19.96410561,-11.63077164,5.36466217
-20.168293,-11.69857788,3.607206106
-20.38554955,-11.73490715,2.196270943
-20.567873,-11.82081795,0.484890312
-20.58772087,-11.81231213,-0.936739802
-20.58189774,-11.80757713,-2.376981497
-20.56876755,-11.72368717,-3.608572483
-20.58488083,-11.83756542,-4.878984451
-20.41036415,-11.56902409,-5.974223614
-20.25968742,-11.35668468,-7.185801983
-19.94314003,-11.13517094,-8.037843704
-19.64069748,-10.79508972,-9.200046539
-19.35900879,-10.59957695,-10.31268883
-18.83928299,-10.27443886,-11.34814644
-18.4218502,-10.06075573,-12.5290699
-17.79747391,-9.776621819,-13.41753674
-17.30996895,-9.504315376,-14.09216881
-16.81708145,-9.144638062,-14.76410484
-16.39482498,-9.084633827,-15.40396881
-16.08606148,-8.94107914,-16.32750893
-15.76925659,-8.6590271,-16.84914589
-15.20754623,-8.391839027,-16.96566772
-14.9104948,-8.067429543,-17.44845963
-14.58224583,-7.987188339,-17.89274597
-14.24317169,-7.801059723,-18.08605385
-13.66961002,-7.772072315,-18.0623951
-13.48409843,-7.520591736,-18.23567581
-13.1074419,-7.274447441,-18.26807022
-12.75189972,-7.286593437,-18.50408936
-12.50750637,-7.20565176,-18.61248016
-12.24229527,-7.142849445,-18.9345665
-12.22959805,-7.036130905,-18.89606667
-12.20920849,-6.944461346,-18.5757885
-12.17739296,-7.028060436,-18.69616508
-12.27680016,-7.015016079,-19.05292892
-12.48279858,-7.065483093,-19.29086876
-12.6392498,-7.210659981,-19.50242996
-12.78396416,-7.204547405,-19.62033272
-13.01313114,-7.34050703,-19.79332352
-13.24391079,-7.454103947,-20.44557953
-13.48250675,-7.542255878,-20.43724823
-13.74361992,-7.754244328,-20.96090889
-14.04377937,-8.092248917,-21.43748856
-14.47852421,-8.273453712,-22.00323296
-14.77366257,-8.579152107,-22.4701786
-15.13037586,-8.705675125,-23.10878181
-15.43017101,-8.86514473,-23.55060387
-15.68618393,-8.977288246,-24.20928955
-15.87907982,-9.29426384,-24.83852959
-16.05458832,-9.543470383,-25.65820122
-16.24066734,-9.815198898,-26.66431046
-16.44989777,-9.962947845,-27.85704041
-16.40433693,-10.2490921,-28.69337082
-16.41156387,-10.62111759,-29.69000435
-16.3326931,-10.88301659,-30.73269844
-16.29351807,-11.18382645,-31.75810814
-16.13072586,-11.53225708,-32.81074905
-15.77005863,-12.02620411,-33.66315079
-15.47225475,-12.17903519,-34.5155983
-15.22816372,-12.31194878,-35.41683578
-14.78322506,-12.74144459,-36.29379654
-14.26626873,-12.91593647,-37.29742432
-13.72188663,-13.14444828,-38.22676849
-13.02230167,-13.39889145,-39.36685562
-12.21546459,-13.66093826,-40.1208725
-11.43047714,-13.89884472,-40.58150482
-10.51934814,-14.07633686,-41.46108627
-9.612110138,-14.29701138,-42.02059555
-8.633745193,-14.52986717,-42.44802094
-7.585263729,-14.86085224,-42.78523254
-6.422516346,-14.87687397,-43.01474762
-5.401702404,-15.06910133,-43.26182938
-4.372510433,-15.18540382,-43.46157837
-3.338398218,-15.36966419,-43.50456238
-2.271047592,-15.48222256,-44.34157181
-1.361999869,-15.66641998,-44.02352524
-0.119017407,-15.73867226,-43.64894867
1.014736056,-15.81612206,-43.30927658
2.089190722,-15.74439144,-43.44313049
2.996008396,-15.88221073,-42.44035339
3.984879971,-15.86462784,-41.69509125
5.023402214,-15.91275978,-41.10316086
6.01718235,-16.06482315,-40.11302185
6.943655968,-15.92405987,-39.41269302
7.905312061,-15.87284184,-38.61598969
8.729790688,-15.71656132,-37.65437698
9.538615227,-15.5965004,-36.42831802
10.41670036,-15.54400539,-35.61629105
11.25532913,-15.42696476,-34.38105392
12.16960144,-15.26922798,-32.90764236
13.1433754,-15.22195148,-31.51180458
13.91497421,-15.13142776,-29.77471924
14.67659855,-15.05738449,-28.60689354
15.25538063,-15.06151962,-27.36840248
15.95083904,-14.99682236,-25.73544693
16.59241676,-14.94321251,-24.23712158
17.18267632,-14.80204487,-22.71189499
17.67906952,-14.60165119,-21.46820641
17.98078728,-14.29895973,-19.8778553
18.40873337,-14.05844498,-18.1947403
18.74964523,-13.81937313,-16.72554588
18.99876976,-13.55339909,-15.42685699
19.15886307,-13.47448158,-14.06356239
19.34993172,-13.39029121,-12.4479084
19.51469421,-13.18966293,-10.81988716
19.57517052,-12.96485233,-9.432179451
19.75616074,-12.76472473,-7.980963707
19.72544289,-12.63771152,-6.577167034
19.75043488,-12.43003178,-4.581116199
19.75784302,-12.18458748,-3.366544008
19.71644402,-12.01736641,-2.292714119
19.72487068,-12.04434872,-0.982864678
19.56582451,-11.87610245,0.247761831
19.46526527,-11.74487877,1.359263659
19.25212288,-11.49482155,2.673591375
18.87470055,-11.16277313,3.960669041
18.66664314,-11.01763821,5.352702141
18.53466606,-10.80205917,6.549580097
18.1684227,-10.67505836,7.817321777
17.86538887,-10.59864998,8.914809227
17.61516571,-10.64670277,10.03922749
17.46081543,-10.61180782,11.09174633
17.1187973,-10.41866398,12.17010784
16.85035324,-10.2682333,13.3409853
16.65435982,-10.25225258,14.52960396
16.31139565,-10.06985855,15.23015022
15.93016052,-9.93732357,16.26633835
15.69946098,-10.00276756,17.11854553
